CODE_TYPE_EVENT;EVENT_NAME;ALERT_FLAG;CLOSE_FLAG;OPEN_FLAG;FAILURE_FLAG;REPAIR_FLAG;OTHER_FLAG;TEST_FLAG;INFO_SFLAG;WARNING_SFLAG;ERROR_SFLAG;REPAIR_SFLAG;CRIT_ERROR_SFLAG;DELETED
2133;Конец тревоги 24-часовой зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2134;Конец тревоги на входе/выходе;0;0;0;0;1;0;0;0;0;0;0;0;
2135;Конец дневной/ночной тревоги;0;0;0;0;1;0;0;0;0;0;0;0;
2137;Восстановление целостности устройства;0;0;0;0;1;0;0;0;0;0;0;0;
2138;Конец опасности тревоги;0;0;0;0;0;1;0;0;0;0;0;0;
2139;Конец вторжения;0;0;0;0;1;0;0;0;0;0;0;0;
2140;Конец общей тревоги;0;0;0;0;1;0;0;0;0;0;0;0;
2146;Конец тихого проникновения;0;0;0;0;1;0;0;0;0;0;0;0;
2147;Восстановление контроля извещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2150;Восстановление дополнительной зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2151;Конец утечки газа;0;0;0;0;1;0;0;0;0;0;0;0;
2152;Конец охлаждения;0;0;0;0;1;0;0;0;0;0;0;0;
2154;Конец утечки воды;0;0;0;0;1;0;0;0;0;0;0;0;
2156;Устранение проблемы в состоянии Снят;0;0;0;0;1;0;0;0;0;0;0;0;0
2157;Восстановление уровня газа в баллоне;0;0;0;0;0;0;0;0;0;0;0;0;0
2158;Конец перегрева;0;0;0;0;1;0;0;0;0;0;0;0;
2159;Конец переохлаждения;0;0;0;0;1;0;0;0;0;0;0;0;
2170;Конец специальной реакции A;0;0;0;0;1;0;0;0;0;0;0;0;
2171;Конец специальной реакции B;0;0;0;0;1;0;0;0;0;0;0;0;
2172;Конец специальной реакции C;0;0;0;0;1;0;0;0;0;0;0;0;
2173;Конец специальной реакции D;0;0;0;0;1;0;0;0;0;0;0;0;
2177;Сейф (деактивация);0;0;0;0;0;1;0;0;0;0;0;0;
2205;Насос деактивирован;0;0;0;0;0;1;0;0;0;0;0;0;
2300;Восстановление после системной неисправности;0;0;0;0;1;0;0;0;0;0;0;0;
2301;Восстановление основного электропитания;0;0;0;0;1;0;0;0;0;0;0;0;
2302;Аккумулятор заряжен;0;0;0;0;1;0;0;0;0;0;0;0;
2305;Конец сброса системы;0;0;0;0;0;1;0;0;0;0;0;0;
2308;Включение системы;0;0;0;0;1;0;0;0;0;0;0;0;
2309;Восстановление батареи;0;0;0;0;1;0;0;0;0;0;0;0;
2311;Восстановление аккумулятора;0;0;0;0;1;0;0;0;0;0;0;0;
2312;Восстановление блока питания;0;0;0;0;1;0;0;0;0;0;0;0;
2319;Восстановление целостности устройства;0;0;0;0;1;0;0;0;0;0;0;0;
2320;Восстановление реле/сирены;0;0;0;0;1;0;0;0;0;0;0;0;
2321;Восстановление сирены;0;0;0;0;1;0;0;0;0;0;0;0;
2324;Восстановление реле;0;0;0;0;1;0;0;0;0;0;0;0;
2326;Востановление оповещателя;0;0;0;0;1;0;0;0;0;0;0;0;0
2330;Восстановление переферийного устройства;0;0;0;0;1;0;0;0;0;0;0;0;
2331;Конец обрыва опрашиваемого контура;0;0;0;0;1;0;0;0;0;0;0;0;
2332;Конец замыкания опрашиваемого контура;0;0;0;0;1;0;0;0;0;0;0;0;
2333;Восстановление модуля расширения;0;0;0;0;1;0;0;0;0;0;0;0;
2334;Восстановление репитера;0;0;0;0;1;0;0;0;0;0;0;0;
2336;Восстановление локального принтера;0;0;0;0;1;0;0;0;0;0;0;0;
2337;Восстановление питания (DC) модуля расширения;0;0;0;0;1;0;0;0;0;0;0;0;
2338;Восстановление аккумулятора модуля расширения;0;0;0;0;1;0;0;0;0;0;0;0;
2339;Восстановление после сброса модуля расширения;0;0;0;0;0;1;0;0;0;0;0;0;
2341;Восстановление целостности модуля расширения;0;0;0;0;1;0;0;0;0;0;0;0;
2342;Восстановление питания (AC) модуля расширения;0;0;0;0;1;0;0;0;0;0;0;0;
2350;Восстановление связи с УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2351;Восстановление телефонной линии УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2353;Восстановление передатчика LARS;0;0;0;0;1;0;0;0;0;0;0;0;
2354;Восстановление связи с ПЦО;0;0;0;0;1;0;0;0;0;0;0;0;
2355;Восстановлен контроль LARS;0;0;0;0;1;0;0;0;0;0;0;0;
2356;Восстановлен опрос от центральной станции;0;0;0;0;1;0;0;0;0;0;0;0;
2357;Восстановление антенны LARS;0;0;0;0;1;0;0;0;0;0;0;0;0
2370;Восстановление шлейфа;0;0;0;0;1;0;0;0;0;0;0;0;
2371;Конец обрыва шлейфа;0;0;0;0;1;0;0;0;0;0;0;0;
2372;Конец замыкания шлейфа;0;0;0;0;1;0;0;0;0;0;0;0;
2373;Восстановление противопожарного шлейфа;0;0;0;0;1;0;0;0;0;0;0;0;
2374;Восстановление выходной зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2375;Восстановление зоны экстренного вызова;0;0;0;0;1;0;0;0;0;0;0;0;
2376;Восстановление охранной зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2377;Восстановление ударной зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2378;Восстановление пересекаемой зоны;0;0;0;0;1;0;0;0;0;0;0;0;
2380;Восстановление извещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2381;Восстановлен  контроль радиоизвещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2382;Восстановление выносного извещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2383;Восстановление целостности извещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2384;Восстановление батареи радиоизвещателя;0;0;0;0;1;0;0;0;0;0;0;0;
2392;УОО подключено;0;0;0;0;0;1;0;0;0;0;0;0;
2393;Восстановление связи GPRS;0;0;0;0;1;0;0;0;0;0;0;0;
2394;Восстановление связи Ethernet;0;0;0;0;1;0;0;0;0;0;0;0;
2395;Восстановление батареи брелока;0;0;0;0;1;0;0;0;0;0;0;0;
2396;Восстановление GSM связи УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2397;Восстановление сети связи УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2399;Восстановление УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2400;Взят под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2401;Взят под охрану пользователем;0;1;0;0;0;0;0;0;0;0;0;0;
2402;Групповое взятие под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2403;Автоматически взят  под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2404;Не взят вовремя;0;0;0;0;0;1;0;0;0;0;0;0;0
2405;Отложенное взятие под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2407;Дистанционно взят под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2408;Быстрое взятие;0;1;0;0;0;0;0;0;0;0;0;0;
2409;Взятие под охрану ключем;0;1;0;0;0;0;0;0;0;0;0;0;0
2412;Конец удаленного доступа;0;0;0;0;0;1;0;0;0;0;0;0;
2441;Взят под охрану периметр;0;1;0;0;0;0;0;0;0;0;0;0;
2442;Взят под охрану периметр (с клавиатуры);0;1;0;0;0;0;0;0;0;0;0;0;
2450;Сбой при взятии под охрану;0;0;0;1;0;0;0;0;0;0;0;0;0
2451;Раннее взятие под охрану;1;1;0;0;0;0;0;0;0;0;0;0;
2452;Позднее взятие под охрану;1;1;0;0;0;0;0;0;0;0;0;0;
2456;Взят под круглосуточную охрану;0;1;0;0;0;0;0;0;0;0;0;0;
2458;Пользователь вне помещения;0;0;0;0;0;1;0;0;0;0;0;0;
2461;Введен неверный код (Взятие);1;0;0;0;0;0;0;0;0;0;0;0;
2462;Введен верный код (Взятие);0;0;0;0;0;1;0;0;0;0;0;0;
2466;Взят под охрану сервисной службой;0;1;0;0;0;0;0;0;0;0;0;0;0
2497;Прекращение подмены УОО;0;0;0;0;1;0;0;0;0;0;0;0;
2498;Прекращение подбора кода;0;0;0;0;1;0;0;0;0;0;0;0;
2501;Считыватель доступа включен;0;0;0;0;0;1;0;0;0;0;0;0;
2520;Реле разрешено;0;0;0;0;0;1;0;0;0;0;0;0;
2521;Сирена разрешена;0;0;0;0;0;1;0;0;0;0;0;0;
2523;Тревога реле разрешена;0;0;0;0;0;1;0;0;0;0;0;0;
2524;Неисправность реле разрешена;0;0;0;0;0;1;0;0;0;0;0;0;
2525;Реверс реле разрешен;0;0;0;0;0;1;0;0;0;0;0;0;
2526;Извещатель подключен;0;0;0;0;0;1;0;0;0;0;0;0;0
2551;Телефонный коммутатор подключен;0;0;0;0;0;1;0;0;0;0;0;0;0
2552;Передатчик LARS подключен;0;0;0;0;0;1;0;0;0;0;0;0;0
2553;Удаленная загрузка включена;0;0;0;0;0;1;0;0;0;0;0;0;0
2570;Конец пропуска зоны;0;0;0;0;0;1;0;0;0;0;0;0;
2571;Конец пропуска пожарной зоны;0;0;0;0;0;1;0;0;0;0;0;0;
2572;Конец пропуска круглосуточной зоны;0;0;0;0;0;1;0;0;0;0;0;0;
2573;Конец пропуска охранной зоны;0;0;0;0;0;1;0;0;0;0;0;0;
2574;Конец группового пропуска;0;0;0;0;0;1;0;0;0;0;0;0;
2575;Конец пропуска неисправной зоны;0;0;0;0;0;1;0;0;0;0;0;0;0
2576;Конец шунтирования зоны доступа;0;0;0;0;0;1;0;0;0;0;0;0;
2577;Конец пропуска точки доступа;0;0;0;0;0;1;0;0;0;0;0;0;
2578;Конец пропуска ошибки;0;0;0;0;0;1;0;0;0;0;0;0;
2598;Включение зоны после неисправности;0;0;0;0;1;0;0;0;0;0;0;0;
2607;Конец теста системы;0;0;0;0;0;1;0;0;0;0;0;0;
2625;Востановление времени/даты;0;0;0;0;0;1;0;0;0;0;0;0;
2627;Завершение режима программирования;0;0;0;0;0;1;0;0;0;0;0;0;
2631;Восстановление расписания;0;0;0;0;1;0;0;0;0;0;0;0;
2632;Конец изменения расписания;0;0;0;0;0;1;0;0;0;0;0;0;
2641;Конец тревоги от наблюдающего;0;0;0;0;1;0;0;0;0;0;0;0;
2642;Наблюдаемый покинул зону безопасности;0;0;0;0;0;1;0;0;0;0;0;0;
2661;Выключение программируемого выхода 1;0;0;0;0;0;1;0;0;0;0;0;0;
2662;Выключение программируемого выхода 2;0;0;0;0;0;1;0;0;0;0;0;0;
2663;Выключение программируемого выхода 3;0;0;0;0;0;1;0;0;0;0;0;0;
2664;Выключение программируемого выхода 4;0;0;0;0;0;1;0;0;0;0;0;0;
2665;Выключение программируемого выхода 5;0;0;0;0;0;1;0;0;0;0;0;0;
2666;Выключение программируемого выхода 6;0;0;0;0;0;1;0;0;0;0;0;0;
2667;Выключение программируемого выхода 7;0;0;0;0;0;1;0;0;0;0;0;0;
2668;Выключение программируемого выхода 8;0;0;0;0;0;1;0;0;0;0;0;0;
2669;Выключение программируемого выхода 9;0;0;0;0;0;1;0;0;0;0;0;0;
2670;Выключение программируемого выхода 10;0;0;0;0;0;1;0;0;0;0;0;0;
2671;Выключение программируемого выхода 11;0;0;0;0;0;1;0;0;0;0;0;0;
2672;Выключение программируемого выхода 12;0;0;0;0;0;1;0;0;0;0;0;0;
2673;Выключение программируемого выхода 13;0;0;0;0;0;1;0;0;0;0;0;0;
2674;Выключение программируемого выхода 14;0;0;0;0;0;1;0;0;0;0;0;0;
2675;Выключение программируемого выхода 15;0;0;0;0;0;1;0;0;0;0;0;0;
2676;Выключение программируемого выхода 16;0;0;0;0;0;1;0;0;0;0;0;0;
2677;Выключение программируемого выхода 17;0;0;0;0;0;1;0;0;0;0;0;0;
2678;Выключение программируемого выхода 18;0;0;0;0;0;1;0;0;0;0;0;0;
2679;Выключение программируемого выхода 19;0;0;0;0;0;1;0;0;0;0;0;0;
2680;Выключение программируемого выхода 20;0;0;0;0;0;1;0;0;0;0;0;0;
2681;Выключение программируемого выхода 21;0;0;0;0;0;1;0;0;0;0;0;0;
2682;Выключение программируемого выхода 22;0;0;0;0;0;1;0;0;0;0;0;0;
2683;Выключение программируемого выхода 23;0;0;0;0;0;1;0;0;0;0;0;0;
2684;Выключение программируемого выхода 24;0;0;0;0;0;1;0;0;0;0;0;0;
2685;Выключение программируемого выхода 25;0;0;0;0;0;1;0;0;0;0;0;0;
2686;Выключение программируемого выхода 26;0;0;0;0;0;1;0;0;0;0;0;0;
2687;Выключение программируемого выхода 27;0;0;0;0;0;1;0;0;0;0;0;0;
2688;Выключение программируемого выхода 28;0;0;0;0;0;1;0;0;0;0;0;0;
2689;Выключение программируемого выхода 29;0;0;0;0;0;1;0;0;0;0;0;0;
2690;Выключение программируемого выхода 30;0;0;0;0;0;1;0;0;0;0;0;0;
2692;Реле выключено;0;0;0;0;0;1;0;0;0;0;0;0;
2698;Конец контроля наряда;0;0;0;0;1;0;0;0;0;0;0;0;0
3111;Восстановление целостности клавиатуры;0;0;0;0;1;0;0;0;0;0;0;0;
3114;Конец блокировки клавиатуры;0;0;0;0;0;1;0;0;0;0;0;0;
3308;Восстановление группы зон охраны;0;0;0;0;1;0;0;0;0;0;0;0;
3400;Восстановление связи с УОО;0;0;0;0;1;0;0;0;0;0;0;0;
3506;Взяты под охрану зоны;0;1;0;0;0;0;0;0;0;0;0;0;
3515;Начало взятия;0;0;0;0;0;0;0;1;0;0;0;0;
3516;Взят под охрану оператором;0;1;0;0;0;0;0;0;0;0;0;0;
3524;Взятие КТЛ под охрану;0;1;0;0;0;0;0;0;0;0;0;0;
3531;Конец тревоги по телефону;0;0;0;0;1;0;0;0;0;0;0;0;
3532;Конец тревоги от стороннего ПЦО;0;0;0;0;1;0;0;0;0;0;0;0;
3543;Восстановление связи WiFi;0;0;0;0;1;0;0;0;0;0;0;0;
3544;Восстановление контроллера NFC;0;0;0;0;1;0;0;0;0;0;0;0;
3550;Останов видеотрансляции;0;0;0;0;0;1;0;0;0;0;0;0;
3560;Восстановление термодатчика;0;0;0;0;1;0;0;0;0;0;0;0;
3561;Восстановление счетчика расхода воды;0;0;0;0;1;0;0;0;0;0;0;0;
3562;Восстановление клавиатуры;0;0;0;0;1;0;0;0;0;0;0;0;
5004;Отказ связи с пультовым устройством;0;0;0;0;0;0;0;0;0;0;0;1;
5005;Восстановление связи с пультовым устройством;0;0;0;0;0;0;0;0;0;0;1;0;
5008;Нет АРМ для обработки критической ошибки;0;0;0;0;0;0;0;0;0;1;0;0;
5009;Нет АРМ для обработки сообщения от абонента;0;0;0;0;0;0;0;0;0;0;0;1;
5010;Отказ задачи;0;0;0;0;0;0;0;0;0;0;0;1;
5011;Включен режим длительной охраны;0;0;0;0;0;0;0;1;0;0;0;0;
5013;Начало работы АРМ;0;0;0;0;0;0;0;1;0;0;0;0;
5014;Конец работы АРМ;0;0;0;0;0;0;0;1;0;0;0;0;
5018;Начало работы оператора;0;0;0;0;0;0;0;1;0;0;0;0;
5048;Пуск режима проверки устройства;0;0;0;0;0;0;0;1;0;0;0;0;0
5049;Завершение режима проверки устройства;0;0;0;0;0;0;0;0;1;0;0;0;
5050;На объекте установлен часовой;0;0;0;0;0;0;0;0;1;0;0;0;
5051;На объекте снят часовой;0;0;0;0;0;0;0;0;1;0;0;0;
5052;Журнальная запись передана для обслуживания;0;0;0;0;0;0;0;0;1;0;0;0;
5053;Журнальная запись передана на другой АРМ;0;0;0;0;0;0;0;0;1;0;0;0;
5054;Работа АРМ приостановлена;0;0;0;0;0;0;0;0;1;0;0;0;
5055;Работа АРМ возобновлена;0;0;0;0;0;0;0;1;0;0;0;0;
5062;Помечено как отказ;0;0;0;1;0;0;0;0;0;0;0;0;
5063;Доклад группы реагирования;0;0;0;0;0;0;0;1;0;0;0;0;
5064;Действие оператора;0;0;0;0;0;0;0;1;0;0;0;0;
5065;Обработка журнальной записи завершена;0;0;0;0;0;0;0;1;0;0;0;0;
5066;Неисправность устранена;0;0;0;0;0;0;0;1;0;0;0;0;
5067;ГР направлена на объект;0;0;0;0;0;0;0;1;0;0;0;0;
5068;Действия ГР на объекте завершены;0;0;0;0;0;0;0;1;0;0;0;0;
5069;Изменение типа журнальной записи;0;0;0;0;0;0;0;1;0;0;0;0;
5070;Действие инспектора;0;0;0;0;0;0;0;1;0;0;0;0;
5071;ГР прибыла на объект;0;0;0;0;0;0;0;1;0;0;0;0;
5072;Задание принято;0;0;0;0;0;0;0;1;0;0;0;0;
5073;Установлена связь с ГР;0;0;0;0;0;0;0;1;0;0;0;0;
5074;Потеряна связь с ГР;0;0;0;0;0;0;0;0;0;0;0;1;
5075;Истекло время приема задания ГР;0;0;0;1;0;0;0;0;0;0;0;0;
5102;Устройство не найдено в БД;0;0;0;0;0;0;0;0;0;1;0;0;
5104;Неизвестный код сообщения от абонента;0;0;0;0;0;0;0;0;0;1;0;0;
5106;Сбой пультового устройства;0;0;0;0;0;0;0;0;0;1;0;0;
5107;Сброс пультового устройства;0;0;0;0;0;0;0;0;0;0;1;0;
5108;Ошибка приема сообщения;0;0;0;0;0;0;0;0;1;0;0;0;
5109;Отказ телефонной линии УПО;0;0;0;0;0;0;0;0;0;0;0;1;
5110;Тест телефонной линии выполнен успешно;0;0;0;0;0;0;0;0;0;0;1;0;
5112;Раздел устройства не найден;0;0;0;0;0;0;0;0;0;1;0;0;
5113;Сообщение с отсутствующим в БД локальным адресом;0;0;0;0;0;0;0;0;0;1;0;0;
5115;Ошибка COM-порта;0;0;0;0;0;0;0;0;0;1;0;0;
5116;Старт пультового устройства;0;0;0;0;0;0;0;1;0;0;0;0;
5118;Восстановление пультового устройства;0;0;0;0;0;0;0;0;0;0;1;0;
5119;Завершение работы пультового устройства;0;0;0;0;0;0;0;1;0;0;0;0;
5166;Отказ при автоматическом взятии-снятии;0;0;0;0;0;0;0;0;0;0;0;1;
5167;Неверное состояние УОО - должно быть без охраны;0;0;0;0;0;0;0;0;0;1;0;0;
5168;Неверное состояние УОО - должно быть под охраной;0;0;0;1;0;0;0;0;0;0;0;0;
5169;УОО отмечено в БД как снятое с охраны;0;0;0;0;0;0;0;0;1;0;0;0;
5170;УОО отмечено в БД как взятое под охрану;0;0;0;0;0;0;0;0;1;0;0;0;
5203;Произведена смена пароля;0;0;0;0;0;0;0;1;0;0;0;0;
5204;Повторный вход;0;0;0;0;0;0;0;0;0;1;0;0;
5205;Создана резервная копия БД;0;0;0;0;0;0;0;1;0;0;0;0;
5206;Ошибка резервного копирования БД;0;0;0;0;0;0;0;0;0;0;0;1;
5211;Вскрытие ретранслятора;0;0;0;0;0;0;0;0;0;0;0;1;
5212;Закрытие ретранслятора;0;0;0;0;0;0;0;0;0;0;1;0;
5217;Нарушение связи с устройством;0;0;0;0;0;0;0;0;0;0;0;1;
5218;Восстановление связи с устройством;0;0;0;0;0;0;0;0;0;0;1;0;
5219;Аппаратное отключение устройства;0;0;0;0;0;0;0;0;1;0;0;0;
5220;Аппаратное подключение устройства;0;0;0;0;0;0;0;0;0;0;1;0;
5221;Отменено оператором;0;0;0;0;0;0;0;1;0;0;0;0;
5222;Недопустимое сообщение;0;0;0;0;0;0;0;0;0;1;0;0;
5225;Отказ COM-порта;0;0;0;0;0;0;0;0;0;0;0;1;
5226;Порт открыт;0;0;0;0;0;0;0;1;0;0;0;0;
5229;Произведена смена ключа;0;0;0;0;0;0;0;1;0;0;0;0;
5230;Смена ключа шифрования;0;0;0;0;0;0;0;1;0;0;0;0;
5234;Неверный ключ устройства;0;0;0;0;0;0;0;0;0;0;0;1;
5235;Задача была завершена некорректно;0;0;0;0;0;0;0;0;0;1;0;0;
5242;Ретранслятор взят по образу БД;0;0;0;0;0;0;0;0;0;0;1;0;
5243;Сброс ретранслятора;0;0;0;0;0;0;0;0;1;0;0;0;
5244;Нарушение связи с ретранслятором;0;0;0;0;0;0;0;0;0;0;0;1;
5245;Восстановление связи с ретранслятором;0;0;0;0;0;0;0;0;0;0;1;0;
5246;Отказ взятия ретр-а по образу БД;0;0;0;0;0;0;0;0;0;0;0;1;0
5248;Сброс аварии;0;0;0;0;0;0;0;0;0;0;1;0;
5249;Внешняя сетевая активность;0;0;0;0;0;0;0;0;0;0;0;1;
5250;Служебное сообщение;0;0;0;0;0;0;0;1;0;0;0;0;
5251;Отказ ячейки ретранслятора;0;0;0;0;0;0;0;0;0;0;0;1;
5253;Нарушение лицензии;0;0;0;0;0;0;0;0;0;0;0;1;
5254;Выполнен расчет стоимости охраны;0;0;0;0;0;0;0;1;0;0;0;0;
5255;Ошибка при расчете стоимости охраны;0;0;0;0;0;0;0;0;0;0;0;1;
5256;Старт системы поддержки голосового ответа;0;0;0;0;0;0;0;1;0;0;0;0;
5257;Ошибка инициализации системы голосового ответа;0;0;0;0;0;0;0;0;0;0;0;1;
5258;Отказ TCP соединения;0;0;0;0;0;0;0;0;0;0;0;1;
5259;TCP соединение установлено;0;0;0;0;0;0;0;0;0;0;1;0;
5260;Начало взятия ретранслятора  по образу БД;0;0;0;0;0;0;0;1;0;0;0;0;
5261;Нарушение графика: не взят вовремя;0;0;0;0;0;0;0;0;1;0;0;0;
5262;Ошибка при аппаратном включении/отключении УОО;0;0;0;0;0;0;0;0;0;0;0;1;0
5263;Управление объектами передано на другой АРМ;0;0;0;0;0;0;0;1;0;0;0;0;
5264;Управление объектами возвращено;0;0;0;0;0;0;0;1;0;0;0;0;
5265;Начало работы АРМ Дежурного;0;0;0;0;0;0;0;1;0;0;0;0;
5266;Конец работы АРМ Дежурного;0;0;0;0;0;0;0;1;0;0;0;0;
5267;Пуск синхронизации;0;0;0;0;0;0;0;0;1;0;0;0;0
5269;Завершение работы системы голосового ответа;0;0;0;0;0;0;0;0;1;0;0;0;
5270;Старт подсистемы H323;0;0;0;0;0;0;0;1;0;0;0;0;
5271;Завершение работы подсистемы H323;0;0;0;0;0;0;0;0;1;0;0;0;
5272;Отказ подсистемы H323;0;0;0;0;0;0;0;0;0;0;0;1;
5275;Оповещение пользователя произведено;0;0;0;0;0;0;0;1;0;0;0;0;
5276;Ошибка оповещения пользователя;0;0;0;1;0;0;0;0;0;1;0;0;0
5277;Запущено оповещение координат объекта;0;0;0;0;0;0;0;1;0;0;0;0;
5278;Закончено оповещение координат объекта;0;0;0;0;0;0;0;1;0;0;0;0;
5280;Отмена тревоги пользователем;0;0;0;0;0;0;0;1;0;0;0;0;
5281;Подтверждение тревоги пользователем;0;0;0;0;0;0;0;1;0;0;0;0;0
5285;Неверные параметры устройства;0;0;0;1;0;0;0;0;0;0;0;1;
5290;Сформирована заявка на техобслуживание;0;0;0;0;0;0;0;1;0;0;0;0;
5291;Закрыта заявка на техобслуживание;0;0;0;0;0;0;0;1;0;0;0;0;
5295;Сообщение передано на внешний сервер;0;0;0;0;0;0;0;1;0;0;0;0;
5296;Ошибка передачи на внешний сервер;0;0;0;0;0;0;0;0;0;0;0;1;
5297;Соединение с MQTT брокером установлено;0;0;0;0;0;0;0;1;0;0;0;0;
5298;Ошибка соединения с MQTT брокером;0;0;0;0;0;0;0;0;0;0;0;1;
5300;SMS отправлено;0;0;0;0;0;0;0;1;0;0;0;0;
5301;Ошибка отправки SMS;0;0;0;0;0;0;0;0;0;0;0;1;
5302;Параметры переданы в устройство;0;0;0;0;0;0;0;1;0;0;0;0;
5303;Параметры получены из устройства;0;0;0;0;0;0;0;1;0;0;0;0;
5320;Оповещение о проникновении;0;0;0;0;0;0;0;1;0;0;0;0;
5321;Оповещение о нападении;0;0;0;0;0;0;0;1;0;0;0;0;
5322;Оповещение о пожаре;0;0;0;0;0;0;0;1;0;0;0;0;
5323;Оповещение об отмене тревоги;0;0;0;0;0;0;0;1;0;0;0;0;
